지역,연도,당해계획예산_백만원,세부사업수,예산금액_존재_사업수,예산결측_사업수,예산비수치_사업수,음수예산_사업수,합계출산율,예산_QA_그룹수,예산_QA_일치건수,예산_QA_불일치건수,예산_QA_판정불가건수,예산_QA_허용초과건수,예산_QA_최대절대오차율,원자료_누락주의,소비자물가지수,기준연도,20_39세_인구_명,실질계획예산_2024년가격_백만원,log1p_실질계획예산,20_39세_1인당_실질예산_원,log1p_20_39세_1인당_실질예산,총액기준_재정대응지수_z,재정대응지수_z,재정대응점수_0_100,실질예산_전년증감액_백만원,실질예산_전년증감률,log실질예산_전년변화,log1인당실질예산_전년변화,전년도_합계출산율,전전년도_합계출산율,직전1년_출산율하락도
세종,2018,104743.0,93,90,3,0,0,1.566,5,0,0,5,0,,,86.797969,2024=100,92412,120674.48260223694,11.700860259710561,1305831.3054823717,14.082351177421268,-3.047924516640675,-2.0785128244048434,25.61694548070687,15863.864473985246,0.1513574173808745,0.1409403549835968,0.029577813365911254,1.668,1.821,0.15300000000000002
세종,2019,129545.0,100,100,0,0,0,1.472,6,5,1,0,0,0.0,,87.068452,2024=100,97804,148785.2339444372,11.910265883287195,1521259.1912849904,14.235049622544912,-2.8172276498505675,-1.7741237762710325,30.26460144677069,28110.751342200267,0.23294693903812247,0.20940562357663417,0.15269844512364372,1.566,1.668,0.10199999999999987
세종,2020,209363.0,107,107,0,0,0,1.277,6,4,2,0,0,0.09,,87.535014,2024=100,98945,239176.29121530728,12.384960360161013,2417265.0585204638,14.698147731625191,-2.2942687787996072,-0.8509841038180908,44.35983789660516,90391.05727087008,0.607527070224092,0.47469447687381816,0.4630981090802795,1.472,1.566,0.09400000000000008
세종,2021,175466.0,93,93,0,0,0,1.277,8,7,1,0,0,0.0,,89.802171,2024=100,100229,195391.71274600923,12.182766723862674,1949452.8803640585,14.483059829963661,-2.517020382038453,-1.2797402813864922,37.81324491344865,-43784.57846929805,-0.18306404136805943,-0.20219363629833964,-0.2150879016615299,1.277,1.472,0.19500000000000006
세종,2022,231310.4,108,108,0,0,0,1.121,8,8,0,0,0,0.0,,94.590336,2024=100,99462,244539.1461554804,12.40713477137315,2458618.830864857,14.715110706100386,-2.2698397921172937,-0.8171701140957861,44.87613699485723,49147.43340947118,0.25153284506676177,0.22436804751047568,0.23205087613672504,1.277,1.277,0.0
세종,2023,318453.0,112,112,0,0,0,0.971,8,8,0,0,0,0.0,,97.706583,2024=100,97150,325927.88553459087,12.694434494020372,3354893.314818228,15.025930827092422,-1.9533289710976007,-0.19758135081143596,54.33651485614845,81388.73937911046,0.33282499206635285,0.2872997226472229,0.3108201209920356,1.121,1.277,0.15599999999999992
세종,2024,329034.0,120,120,0,0,0,1.028,8,8,0,0,0,0.0,,100.0,2024=100,95902,329034.0,12.703919407067964,3430939.9178327876,15.04834510159112,-1.9428796828479218,-0.15290074077808294,55.01873422331042,3106.114465409133,0.009530066629047207,0.009484913047591803,0.022414274498698816,0.971,1.121,0.15000000000000002
울산,2016,577145.0,155,155,0,0,0,1.418,6,4,2,0,1,262.31,,83.786765,2024=100,335848,688825.9738874033,13.442745392024896,2051005.1388943908,14.533841030172608,-1.1289338254182464,-1.1785130476567858,39.3588634554311,,,,,,,
울산,2017,2222729.4,154,154,0,0,0,1.261,6,0,0,6,0,,,85.339636,2024=100,328031,2604568.6438128236,14.77277801561131,7940007.632854285,15.887424920483973,0.3363293979341237,1.5197207922982785,80.55766045876345,1915742.6699254203,2.781170778322844,1.3300326235864137,1.3535838903113646,1.418,,
울산,2018,948045.0,189,189,0,0,0,1.131,6,0,0,6,0,,,86.797969,2024=100,319567,1092243.298918665,13.903745127224564,3417885.134944049,15.044532828745266,-0.6210621040902268,-0.1605001246607174,54.90270073900119,-1512325.3448941587,-0.5806433047893367,-0.8690328883867462,-0.8428920917387064,1.261,1.418,0.15700000000000003
울산,2019,356752.0,160,160,0,0,0,1.084,6,4,1,1,0,0.01,,87.068452,2024=100,308880,409737.3868551149,12.923274154179088,1326526.1164695509,14.098074894469011,-1.7012221188830576,-2.0471691701756694,26.095525516583926,-682505.91206355,-0.6248661930352328,-0.9804709730454757,-0.9464579342762551,1.131,1.261,0.1299999999999999
울산,2020,1240133.6,194,194,0,0,0,0.984,6,4,2,0,2,25.6,,87.535014,2024=100,296274,1416728.6247306708,14.163861692231375,4781818.940341275,15.380331772661478,-0.3344982787146582,0.5088814189445872,65.12335468100032,1006991.2378755559,2.4576503638210414,1.2405875380522868,1.2822568781924666,1.084,1.131,0.04699999999999993
울산,2021,977844.0,249,249,0,0,0,0.94,8,8,0,0,0,0.0,,89.802171,2024=100,282313,1088886.8154423572,13.900667380485851,3857019.7456098627,15.165405615866556,-0.6244527796473933,0.080447663558988,58.58168469816423,-327841.8092883136,-0.23140762709628915,-0.263194311745524,-0.2149261567949221,0.984,1.084,0.10000000000000009
울산,2022,938106.0,254,254,0,0,0,0.848,8,8,0,0,0,0.0,,94.590336,2024=100,268844,991756.7054630191,13.807234107908299,3688967.228069137,15.120857363928316,-0.7273858473913896,-0.008354812409422522,57.22577731658725,-97130.10997933813,-0.08920129126540965,-0.09343327257755263,-0.04454825193823986,0.94,0.984,0.04400000000000004
울산,2023,3219772.0,274,274,0,0,0,0.814,8,8,0,0,0,0.0,,97.706583,2024=100,259431,3295348.0729133678,15.00802266049363,12702213.971781967,16.357286943448575,0.5954924594439877,2.4563436492541197,94.85876897686265,2303591.3674503486,2.3227383840826934,1.2007885525853315,1.2364295795202587,0.848,0.94,0.09199999999999997
울산,2024,1273043.0,302,302,0,0,0,0.859,8,8,0,0,0,0.0,,100.0,2024=100,253450,1273043.0,14.056921440964217,5022856.579206944,15.42950956859876,-0.452311642461557,0.6069124269391173,66.62017068656415,-2022305.0729133678,-0.6136848151295526,-0.9511012195294128,-0.9277773748498142,0.814,0.848,0.03400000000000003
인천,2016,1094772.2,132,132,0,0,0,1.144,5,4,1,0,0,2.42,,83.786765,2024=100,856765,1306617.101161502,14.082952754929366,1525058.9148267051,14.237544255662835,-0.42363360379373843,-1.7691509751426857,30.34053016028357,,,,,,,
인천,2017,1161639.0,119,119,0,0,0,1.007,5,0,0,5,0,,,85.339636,2024=100,849476,1361195.1661007788,14.123874405046575,1602393.9064797342,14.287009884646551,-0.37855125927653743,-1.6705462008144218,31.846106890125927,54578.06493927678,0.04177051172126878,0.04092165011720894,0.049465628983716314,1.144,,
인천,2018,1453723.0,217,214,3,0,0,1.006,5,0,0,5,0,,,86.797969,2024=100,843463,1674835.271779228,14.331225970272133,1985665.3721375188,14.501465119615116,-0.15011729649876615,-1.2430511808976372,38.37344350739274,313640.10567844915,0.23041523617578585,0.20735156522555798,0.21445523496856467,1.007,1.144,0.137
인천,2019,2137311.0,252,252,0,0,0,0.94,6,4,1,1,0,0.0,,87.068452,2024=100,828797,2454747.903408229,14.713535034309054,2961820.449890901,14.901314991740051,0.2710629073198739,-0.4459905305813648,50.54360439021343,779912.6316290009,0.46566527751739795,0.3823090640369209,0.3998498721249355,1.006,1.007,0.0009999999999998899
인천,2020,2761790.0,305,305,0,0,0,0.829,6,4,2,0,0,0.0,,87.535014,2024=100,807692,3155068.8962019244,14.964521207817258,3906277.264355626,15.178095628115711,0.547568011848699,0.10574393128587373,58.967928389718864,700320.9927936955,0.2852924293453327,0.2509861735082044,0.2767806363756602,0.94,1.006,0.06600000000000006
인천,2021,3305518.2,367,367,0,0,0,0.778,8,6,2,0,0,0.03,,89.802171,2024=100,793142,3680888.9620274324,15.118665118414592,4640895.277298936,15.350418068759804,0.7173844504056398,0.44925144792939986,64.2128764878982,525820.065825508,0.1666588220810299,0.1541439105973339,0.17232244064409308,0.829,0.94,0.11099999999999999
인천,2022,4451688.0,377,371,6,0,0,0.747,8,8,0,0,0,0.0,,94.590336,2024=100,781788,4706282.045556959,15.364408992137978,6019895.4774912875,15.610580620707125,0.9881142461606323,0.9678594238206115,72.13139874740962,1025393.0835295264,0.27857213138120307,0.24574387372338613,0.26016255194732096,0.778,0.829,0.050999999999999934
인천,2023,4389696.0,336,336,0,0,0,0.694,8,8,0,0,0,0.0,,97.706583,2024=100,777188,4492733.104789879,15.317972006419033,5780754.598359572,15.570044958464402,0.9369557962319129,0.8870556433004808,70.89762185918923,-213548.9407670796,-0.04537529597672196,-0.04643698571894461,-0.04053566224272309,0.747,0.778,0.031000000000000028
인천,2024,4721370.0,328,328,0,0,0,0.762,8,8,0,0,0,0.0,,100.0,2024=100,773496,4721370.0,15.367609781486323,6103935.896242514,15.624444513793797,0.9916404746415404,0.995495705360112,72.55337164546347,228636.89521012083,0.05089038005982638,0.04963777506728917,0.054399555329395,0.694,0.747,0.05300000000000005
전남,2016,1883686.0,446,436,10,0,0,1.466,5,1,4,0,0,6.39,,83.786765,2024=100,425915,2248190.391406089,14.62563662489748,5278495.454271601,15.479151852681358,0.17422745800987335,0.7058693455040363,68.1311242368685,,,,,,,
전남,2017,1197280.0,450,446,4,0,0,1.325,5,0,0,5,0,,,85.339636,2024=100,419647,1402958.8783340955,14.154094761622305,3343188.1517897076,15.02243574525227,-0.34525825856230635,-0.2045484462105546,54.230135659208294,-845231.5130719936,-0.3759608244492848,-0.4715418632751742,-0.45671610742908797,1.466,,
전남,2018,1647546.0,399,396,3,0,0,1.24,5,0,1,4,1,23.45,원자료에 자체사업 일부 세부내역이 없어 세부사업 합계가 과소대표될 수 있음,86.797969,2024=100,411745,1898138.8838718105,14.456384956106328,4609986.48161316,15.34373569948393,-0.012232814747923008,0.43593081443168946,64.00948637867138,495180.00553771504,0.3529540410519394,0.30229019448402283,0.3212999542316588,1.325,1.466,0.14100000000000001
전남,2019,1540331.0,487,487,0,0,0,1.234,6,3,2,1,0,0.07,,87.068452,2024=100,400334,1769103.4635599128,14.385984023721699,4419068.736504801,15.301439765048507,-0.08979173720108495,0.35161810769585067,62.722132392454554,-129035.42031189776,-0.067979967856036,-0.0704009323846293,-0.042295934435422566,1.24,1.325,0.08499999999999996
전남,2020,1840688.0,499,499,0,0,0,1.145,6,5,1,0,0,1.54,,87.535014,2024=100,386773,2102801.9713345794,14.55878176096361,5436785.844240883,15.50869879069536,0.10057514927147707,0.764768205476503,69.03043924055764,333698.50777466665,0.18862577268554737,0.17279773724191116,0.20725902564685406,1.234,1.24,0.006000000000000005
전남,2021,1966392.42,524,524,0,0,0,1.017,8,8,0,0,0,0.0,,89.802171,2024=100,372163,2189693.632239693,14.599272654736922,5883695.134227994,15.587695716648655,0.14518294044483854,0.9222406609225947,71.43485491034549,86891.66090511344,0.041321846797568895,0.0404908937733115,0.07899692595329455,1.145,1.234,0.08899999999999997
전남,2022,2258897.4,552,547,5,0,0,0.969,7,6,1,0,0,0.0,,94.590336,2024=100,358232,2388084.7616399205,14.686002666434309,6666307.760445522,15.712576855475842,0.24073119561351763,1.1711786965829707,75.23584037191355,198391.12940022768,0.09060223150820712,0.08673001169738725,0.12488113882718643,1.017,1.145,0.1280000000000001
전남,2023,2712169.0,628,628,0,0,0,0.972,8,6,2,0,0,0.02,,97.706583,2024=100,347654,2775830.3654933874,14.836460851462988,7984462.613671603,15.893008163132205,0.4064871637493969,1.5308504270094851,80.7275966423508,387745.6038534669,0.16236676774705372,0.15045818502867903,0.18043130765636306,0.969,1.017,0.04799999999999993
전남,2024,2621833.0,468,466,2,0,0,1.028,8,5,3,0,0,0.19,,100.0,2024=100,338373,2621833.0,14.779384630851553,7748351.671084868,15.862990820166061,0.34360773845803005,1.4710138619051574,79.81396400510283,-153997.36549338745,-0.05547794541328732,-0.05707622061143525,-0.030017342966143445,0.972,0.969,-0.0030000000000000027
전북,2016,1401390.0,280,266,14,0,0,1.251,5,5,0,0,0,0.0,,83.786765,2024=100,444987,1672567.260473656,14.329870883588839,3758687.9177900837,15.139580762481755,-0.15161016114454506,0.028968406297201554,57.795658135749605,,,,,,,
전북,2017,1500137.7,318,318,0,0,0,1.151,5,0,0,5,0,,,85.339636,2024=100,435899,1757844.0339258069,14.379599204266706,4032686.5487780585,15.209943597206378,-0.09682573093119337,0.16922966611868975,59.937279475326825,85276.77345215087,0.05098555703404184,0.04972832067786648,0.07036283472462301,1.251,,
전북,2018,1629235.5,380,365,15,0,0,1.044,6,0,0,6,0,,,86.797969,2024=100,425428,1877043.3441823968,14.445208940320159,4412129.300803889,15.299868192193205,-0.024545148013044474,0.34848533469930365,62.674298703309056,119199.3102565899,0.06780994670521534,0.0656097360534531,0.0899245949868277,1.151,1.251,0.09999999999999987
전북,2019,1908798.0,373,373,0,0,0,0.971,5,4,1,0,0,0.0,,87.068452,2024=100,411844,2192295.78125496,14.600460310793535,5323121.816160877,15.487570684622309,0.14649135101378732,0.722651443310137,68.38736675764835,315252.43707256345,0.1679516022097407,0.15525137047337623,0.18770249242910353,1.044,1.151,0.10699999999999998
전북,2020,2018401.0,410,410,0,0,0,0.909,5,3,2,0,0,0.16,,87.535014,2024=100,400476,2305821.3025475726,14.650947918102837,5757701.591475077,15.566049097461315,0.20211226806009014,0.8790902948241431,70.7760005341291,113525.52129261242,0.051783852463386904,0.05048760730930191,0.07847841283900614,0.971,1.044,0.07300000000000006
전북,2021,2200038.999,473,473,0,0,0,0.85,8,7,1,0,0,0.0,,89.802171,2024=100,388760,2449872.8421610207,14.711547088199598,6301761.606546508,15.656339931047873,0.2688728374881002,1.0590760233518073,73.52416690255312,144051.53961344808,0.062472984985564084,0.06059917009676141,0.09029083358655754,0.909,0.971,0.061999999999999944
전북,2022,2540795.1,498,498,0,0,0,0.817,8,8,0,0,0,0.0,,94.590336,2024=100,374789,2686104.318310065,14.803602865389724,7166977.46814892,15.784994710666941,0.3702883534850638,1.315536433766621,77.44001001133542,236231.47614904447,0.0964260152950085,0.09205577719012581,0.1286547796190689,0.85,0.909,0.05900000000000005
전북,2023,2695319.0,403,403,0,0,0,0.78,8,6,2,0,0,0.01,,97.706583,2024=100,363812,2758584.854001086,14.830228734647342,7582446.027071912,15.841346532311688,0.3996213986458476,1.4278681430853473,79.1551805872617,72480.53569102101,0.02698351482366168,0.026625869257618007,0.05635182164474628,0.817,0.85,0.03300000000000003
전북,2024,2862745.0,419,419,0,0,0,0.808,8,5,3,0,0,0.01,,100.0,2024=100,353910,2862745.0,14.867291862016728,8088906.784210675,15.906004271788078,0.44045290647033036,1.5567568672486218,81.1231569368985,104160.1459989138,0.037758543424117885,0.037063127369385995,0.06465773947638986,0.78,0.817,0.03699999999999992
제주,2016,542630.0,130,117,13,1,0,1.432,6,5,1,0,0,0.0,,83.786765,2024=100,163482,647632.1170772018,13.381079637645495,3961488.831046854,15.192130732439006,-1.1968694237111452,0.13372150526815724,59.39511241434773,,,,,,,
제주,2017,542097.0,134,120,14,0,0,1.305,6,0,0,6,0,,,85.339636,2024=100,167063,635223.0047008871,13.361732978976965,3802296.1679180134,15.151115959922452,-1.2181831471033644,0.051962666429753834,58.14675293020917,-12409.112376314704,-0.019160742725851332,-0.019346658668530026,-0.04101477251655439,1.432,,
제주,2018,2211904.0,129,119,10,0,0,1.22,6,0,0,6,0,,,86.797969,2024=100,169441,2548336.125238138,14.75095159667012,15039666.463477775,16.52620176610043,0.31228378551465547,2.7930584209144174,100.0,1913113.1205372508,3.0117188867208844,1.389218617693155,1.3750858061779798,1.305,1.432,0.127
제주,2019,689085.0,135,135,0,0,0,1.145,6,5,1,0,0,0.0,,87.068452,2024=100,166985,791429.0241429813,13.581596745226193,4739521.658490172,15.371446983640295,-0.9759648096583472,0.4911704823935457,64.85292990576387,-1756907.1010951565,-0.6894330318889845,-1.1693548514439271,-1.1547547824601363,1.22,1.305,0.08499999999999996
제주,2020,816440.0,138,138,0,0,0,1.021,6,6,0,0,0,0.0,,87.535014,2024=100,165301,932701.0560596929,13.74584108912948,5642440.49376406,15.545827418770104,-0.7950209797873286,0.8387804048085544,70.16051682349318,141272.0319167116,0.17850246529648262,0.16424434390328635,0.17438043512980883,1.145,1.22,0.07499999999999996
제주,2021,704514.0,155,155,0,0,0,0.951,8,8,0,0,0,0.0,,89.802171,2024=100,161949,784517.7818696611,13.572825792066421,4844227.391769391,15.393298531959267,-0.9856275463994244,0.534729354179543,65.51802167425025,-148183.2741900318,-0.15887542233097685,-0.17301529706305807,-0.15252888681083654,1.021,1.145,0.12400000000000011
제주,2022,913167.7,160,160,0,0,0,0.919,8,8,0,0,0,0.0,,94.590336,2024=100,157259,965392.1728325398,13.780290730329929,6138867.555005054,15.630151008713563,-0.7570686834198976,1.0068710311232616,72.72705923696242,180874.3909628787,0.23055486458422814,0.20746493826350765,0.23685247675429544,0.951,1.021,0.06999999999999995
제주,2023,1002935.0,160,160,0,0,0,0.827,8,8,0,0,0,0.0,,97.706583,2024=100,152204,1026476.3838890978,13.841643482942297,6744082.835464887,15.724176209705318,-0.689477911238738,1.194300846844673,75.58888789537367,61084.211056558066,0.06327398623642444,0.06135275261236828,0.09402520099175504,0.919,0.951,0.03199999999999992
제주,2024,1047248.0,156,156,0,0,0,0.826,8,8,0,0,0,0.0,,100.0,2024=100,147597,1047248.0,13.861677283926992,7095320.365590086,15.774946162207321,-0.667407180576749,1.2955056593977428,77.1341640928598,20771.616110902163,0.02023584413330881,0.020033800984695205,0.050769952502003335,0.827,0.919,0.09200000000000008
충남,2016,1317305.0,421,420,1,0,0,1.395,6,2,4,0,2,72.29,,83.786765,2024=100,540833,1572211.3152357654,14.267994303433978,2907018.0910480046,14.882638746787425,-0.21977802084956086,-0.48321975331012706,49.97515877698234,,,,,,,
충남,2017,1301513.7999999998,420,420,0,0,0,1.276,6,0,0,6,0,,,85.339636,2024=100,540722,1525098.8415277514,14.237570435734854,2820486.019669537,14.852420130013495,-0.2532952246091633,-0.5434575375802205,49.05540000391935,-47112.473708014004,-0.029965738861858493,-0.030423867699123974,-0.03021861677392934,1.395,,
충남,2018,1308334.9,465,463,2,0,0,1.186,6,0,0,6,0,,,86.797969,2024=100,537386,1507333.5414103987,14.225853444618052,2804936.3798282775,14.846891772207842,-0.2662035366816167,-0.5544777648578685,48.887134340721694,-17765.300117352745,-0.01164862213098039,-0.011716991116802689,-0.005528357805653528,1.276,1.395,0.119
충남,2019,1809236.0,454,454,0,0,0,1.112,5,3,2,0,0,0.11,,87.068452,2024=100,524990,2077946.6712007239,14.546891268033916,3958069.051221402,15.19126710362911,0.08747569465025674,0.13199994778162108,59.368826294750875,570613.1297903252,0.3785579728136399,0.32103782341586395,0.3443753314212685,1.186,1.276,0.09000000000000008
충남,2020,1425058.0,545,537,8,0,0,1.029,6,2,4,0,0,0.29,,87.535014,2024=100,511798,1627986.259304191,14.302854999533773,3180915.633324458,14.972679962693562,-0.18137287572029628,-0.3037316126136888,52.71572757556404,-449960.41189653287,-0.21654088535223426,-0.24403626850014248,-0.21858714093554887,1.112,1.186,0.07399999999999984
충남,2021,1253034.0,624,624,0,0,0,0.963,8,5,3,0,0,0.0,,89.802171,2024=100,497862,1395327.068429114,14.148640120089572,2802638.2178778737,14.84607210901144,-0.35126749885667785,-0.5561116812997895,48.86218639484158,-232659.19087507692,-0.14291225711850697,-0.15421487944420065,-0.12660785368212224,1.029,1.112,0.08300000000000018
충남,2022,1666990.0,622,622,0,0,0,0.909,8,8,0,0,0,0.0,,94.590336,2024=100,484574,1762325.9103340113,14.38214560194326,3636856.1052264697,15.106630434010173,-0.0940204291654194,-0.03671477149180559,56.79275472975417,366998.84190489724,0.26301994006184626,0.2335054818536868,0.2605583249987333,0.963,1.029,0.06599999999999995
충남,2023,1693900.0,660,660,0,0,0,0.842,8,4,4,0,0,0.01,,97.706583,2024=100,476757,1733660.0544100495,14.365745946864045,3636359.9368442404,15.10649399691173,-0.11208751341365375,-0.03698674517491248,56.788602017563456,-28665.855923961848,-0.016265922072568717,-0.016399655079213815,-0.0001364370984422436,0.909,0.963,0.05399999999999994
충남,2024,1060854.0,106,106,0,0,0,0.883,8,0,8,0,6,96.58,,100.0,2024=100,472607,1060854.0,13.874585744731833,2244685.330517745,14.624076350251093,-0.6531862565542865,-0.9986379797443443,42.105340168883295,-672806.0544100495,-0.3880841879574828,-0.4911602021322121,-0.4824176466606378,0.842,0.909,0.06700000000000006
충북,2016,1198606.0,380,378,2,0,0,1.358,6,2,4,0,1,41.86,,83.786765,2024=100,410724,1430543.3561016468,14.17356559840273,3482979.7043796973,15.063399009390128,-0.3238077312922892,-0.12289228416332379,55.476927391799975,,,,,,,
충북,2017,1184144.7,399,389,10,0,0,1.235,6,0,0,6,0,,,85.339636,2024=100,407345,1387567.0854747964,14.143063194011269,3406368.276214993,15.041157553651072,-0.3574114569348323,-0.16722839731784736,54.799968079111046,-42976.270626850426,-0.030041921094907886,-0.030502404391461013,-0.022241455739056448,1.358,,
충북,2018,1087783.0,416,400,16,0,0,1.172,6,0,0,6,0,,,86.797969,2024=100,406509,1253235.5451773303,14.04123999912344,3082922.014462977,14.941388735574664,-0.4695874893926441,-0.36610753811802305,51.76332194833684,-134331.5402974661,-0.09681084374489946,-0.10182319488782987,-0.09976881807640758,1.235,1.358,0.123
충북,2019,1216343.0,422,422,0,0,0,1.05,6,2,3,1,0,0.11,,87.068452,2024=100,400285,1396996.2392348496,14.149835662027304,3490003.970258315,15.065413718320379,-0.3499504006124188,-0.11887616380892817,55.53824873644091,143760.69405751931,0.1147116315131147,0.10859566290386446,0.1240249827457145,1.172,1.235,0.06300000000000017
충북,2020,1730007.0,467,467,0,0,0,0.983,6,4,2,0,0,0.9,,87.535014,2024=100,393886,1976359.996926487,14.496767831356298,5017593.9153117575,15.428461276327074,0.03225597515668233,0.6048227613469994,66.58826399735892,579363.7576916374,0.41472105752336264,0.3469321693289942,0.36304755800669497,1.05,1.172,0.12199999999999989
충북,2021,1856518.64,438,438,0,0,0,0.949,7,5,2,0,0,0.36,,89.802171,2024=100,385022,2067342.7149105337,14.541775111685709,5369414.513743458,15.496229617682918,0.0818393549026395,0.7399121586372572,68.6509171943689,90982.71798404679,0.04603549865689316,0.04500728032941126,0.06776834135584409,0.983,1.05,0.06700000000000006
충북,2022,1864639.7,492,492,0,0,0,0.871,8,8,0,0,0,0.0,,94.590336,2024=100,375742,1971279.2858670047,14.494193780929317,5246363.956829432,15.473046005580374,0.02942020905679575,0.6936979511875166,67.94528163261809,-96063.42904352909,-0.0464671040513408,-0.04758133075639215,-0.02318361210254416,0.949,0.983,0.03400000000000003
충북,2023,1875132.0,484,484,0,0,0,0.886,8,6,2,0,0,0.82,,97.706583,2024=100,369437,1919146.0211027951,14.467391385449028,5194785.636259484,15.463166110692141,-0.00010731056833542436,0.6740033708120837,67.64456899350643,-52133.26476420951,-0.02644641230594591,-0.02680239548028851,-0.009879894888232599,0.871,0.949,0.07799999999999996
충북,2024,2209471.0,501,501,0,0,0,0.882,8,5,3,0,0,0.0,,100.0,2024=100,363020,2209471.0,14.608264130922283,6086361.632967881,15.621561192443425,0.15508862181266297,0.989748093191611,72.46561249594961,290324.97889720486,0.15127821213436166,0.14087274547325457,0.15839508175128358,0.886,0.871,-0.015000000000000013
